,%spendhighimprshare,KS,cost,cost_on_high_imprshare,portfolio_id,ports
723,1.0,KS7166,169.78999905000003,169.78999905000003,2107.0,2107.0
54,1.0,KS7166,168.9599998,168.9599998,640.0,640.0
1423,1.0,KS7232,168.95999718000002,168.95999718000002,13257.0,13257.0
2068,1.0,KS7232,167.68999863000002,167.68999863000002,15327.0,15327.0
6466,0.997612082803165,KS7166,167.51000015000002,167.11000014,14883.0,14883.0
6653,1.0,KS7166,167.0899988,167.0899988,15095.0,15095.0
1884,1.0,KS7232,166.15999983000003,166.15999983000003,14861.0,14861.0
709,1.0,KS6173,166.05000175000004,166.05000175000004,3199.0,3199.0
5008,1.0,KS7166,165.77000237,165.77000237,12556.0,12556.0
5978,1.0,KS7166,165.76999866,165.76999866,14215.0,14215.0
1055,1.0,KS1520,165.71000193999998,165.71000193999998,11930.0,11930.0
150,1.0,KS3700,165.36999702999998,165.36999702999998,356.0,356.0
6359,1.0,KS7166,165.29999840999997,165.29999840999997,14761.0,14761.0
2604,1.0,KS7232,164.95999811,164.95999811,16230.0,16230.0
1533,1.0,KS7166,164.24000073,164.24000073,3602.0,3602.0
522,1.0,KS6173,164.03000097,164.03000097,2421.0,2421.0
802,1.0,KS6173,164.03000039,164.03000039,3526.0,3526.0
2734,1.0,KS7232,164.00999880000003,164.00999880000003,16448.0,16448.0
4730,1.0,KS7166,163.83999729,163.83999729,11549.0,11549.0
6050,1.0,KS7166,163.82999848999998,163.82999848999998,14324.0,14324.0
2201,1.0,KS7166,163.62000168000003,163.62000168000003,6423.0,6423.0
559,0.9812045873750433,KS7166,166.5299987,163.39999866,1589.0,1589.0
1328,1.0,KS7232,163.19000148,163.19000148,12747.0,12747.0
3,1.0,KS3339,163.05000257999998,163.05000257999998,67.0,67.0
905,1.0,KS5035,163.02249836,163.02249836,7172.0,7172.0
6159,1.0,KS7166,162.48999904000001,162.48999904000001,14461.0,14461.0
5859,1.0,KS7166,162.41999923999998,162.41999923999998,14031.0,14031.0
1518,1.0,KS3441,162.1800004,162.1800004,6726.0,6726.0
1468,1.0,KS1520,162.04999781999996,162.04999781999996,12691.0,12691.0
406,1.0,KS3441,161.79000005000003,161.79000005000003,3550.0,3550.0
336,1.0,KS1143,161.25999938,161.25999938,1387.0,1387.0
59,1.0,KS6173,161.24000167000003,161.24000167000003,365.0,365.0
6634,1.0,KS7166,161.24000121,161.24000121,15068.0,15068.0
181,1.0,KS3475,160.99999861999996,160.99999861999996,374.0,374.0
623,1.0,KS6173,160.82000090999998,160.82000090999998,2818.0,2818.0
590,0.9555899507323958,KS1143,167.97999919,160.51999915,1652.0,1652.0
811,1.0,KS5123,160.48000058999995,160.48000058999995,2607.0,2607.0
6902,1.0,KS7166,160.22999942999996,160.22999942999996,15372.0,15372.0
6153,1.0,KS7166,160.16999911,160.16999911,14452.0,14452.0
168,1.0,KS6173,159.87999963999997,159.87999963999997,1048.0,1048.0
223,1.0,KS6173,159.50000043999995,159.50000043999995,1238.0,1238.0
927,1.0,KS3441,159.48999891,159.48999891,5323.0,5323.0
223,1.0,KS1154,159.45999687000003,159.45999687000003,4831.0,4831.0
6603,1.0,KS7166,158.35000162000003,158.35000162000003,15033.0,15033.0
211,1.0,KS6173,158.20999873000002,158.20999873000002,1194.0,1194.0
6176,0.9833800192022895,KS7166,160.64999969,157.97999977999999,14480.0,14480.0
48,1.0,KS3704,157.45999967,157.45999967,137.0,137.0
869,1.0,KS6173,157.07000048999998,157.07000048999998,3731.0,3731.0
6498,1.0,KS7166,156.18999955,156.18999955,14917.0,14917.0
492,0.9646986100526725,KS1143,161.75000272,156.0400028,1549.0,1549.0
419,1.0,KS6173,155.38999976,155.38999976,2024.0,2024.0
4865,1.0,KS7166,154.97999924,154.97999924,12151.0,12151.0
1124,0.9897796229318685,KS7166,156.54999902000006,154.94999900000005,2808.0,2808.0
2812,1.0,KS7232,154.86000061,154.86000061,16619.0,16619.0
6440,1.0,KS7166,154.84000287999996,154.84000287999996,14856.0,14856.0
355,1.0,KS6173,154.78000104999995,154.78000104999995,1676.0,1676.0
1037,1.0,KS6173,154.66999951,154.66999951,3953.0,3953.0
4846,1.0,KS7166,154.65000239000003,154.65000239000003,12097.0,12097.0
2147,1.0,KS7166,154.0699997,154.0699997,4678.0,4678.0
1531,1.0,KS7166,153.05999842999998,153.05999842999998,3598.0,3598.0
4861,0.9962229748487338,KS7166,153.55999941,152.97999943,12138.0,12138.0
2227,0.994911273689122,KS7166,153.28000021,152.50000024,6462.0,6462.0
593,1.0,KS3441,152.48700072000003,152.48700072000003,4469.0,4469.0
2685,1.0,KS7232,152.41000366,152.41000366,16372.0,16372.0
267,1.0,KS7166,152.22999966,152.22999966,1110.0,1110.0
6629,1.0,KS7166,151.89000059000003,151.89000059000003,15062.0,15062.0
91,1.0,KS3475,151.6600005,151.6600005,228.0,228.0
2281,1.0,KS7166,151.64000034999998,151.64000034999998,6558.0,6558.0
1028,1.0,KS6173,151.30999802999997,151.30999802999997,3941.0,3941.0
686,1.0,KS7232,151.00080491,151.00080491,8308.0,8308.0
6958,1.0,KS7166,150.8799963,150.8799963,15435.0,15435.0
5853,1.0,KS7166,150.43999791000002,150.43999791000002,14018.0,14018.0
445,1.0,KS6173,150.27999868,150.27999868,2175.0,2175.0
1068,1.0,KS6173,150.17000030999998,150.17000030999998,3989.0,3989.0
6403,1.0,KS7166,150.00000191000004,150.00000191000004,14811.0,14811.0
698,1.0,KS7232,149.95000839,149.95000839,8418.0,8418.0
1042,1.0,KS6173,149.85000025000002,149.85000025000002,3958.0,3958.0
5338,1.0,KS7166,149.81000092,149.81000092,13245.0,13245.0
4719,0.9859609800539846,KS7166,151.72000026999999,149.59000016,11515.0,11515.0
4603,1.0,KS7166,149.56000084000001,149.56000084000001,11201.0,11201.0
2835,1.0,KS7232,149.46000099,149.46000099,16657.0,16657.0
2020,1.0,KS7166,149.10999781000004,149.10999781000004,4460.0,4460.0
5306,1.0,KS7166,148.66999883000005,148.66999883000005,13189.0,13189.0
96,1.0,KS3475,148.13000191,148.13000191,233.0,233.0
6480,1.0,KS7166,147.85999862000003,147.85999862000003,14898.0,14898.0
414,1.0,KS1143,147.09000095999997,147.09000095999997,1471.0,1471.0
2336,1.0,KS7166,146.9300003,146.9300003,6662.0,6662.0
73,1.0,KS3441,146.91849633,146.91849633,634.0,634.0
4458,1.0,KS7166,146.40999901,146.40999901,10821.0,10821.0
2024,1.0,KS7232,146.0899992,146.0899992,15236.0,15236.0
5019,1.0,KS7166,145.69999933,145.69999933,12579.0,12579.0
872,1.0,KS6173,145.48999885,145.48999885,3734.0,3734.0
6702,1.0,KS7166,144.64999866,144.64999866,15150.0,15150.0
1045,0.970410628483486,KS7166,149.040002,144.63000201,2684.0,2684.0
2650,1.0,KS7232,143.64999963,143.64999963,16304.0,16304.0
1231,1.0,KS1520,143.5399993,143.5399993,12326.0,12326.0
1466,1.0,KS7232,143.50000476,143.50000476,13494.0,13494.0
6066,1.0,KS7166,143.21000146,143.21000146,14344.0,14344.0
3946,1.0,KS7166,143.15000060999998,143.15000060999998,9742.0,9742.0
524,1.0,KS6173,143.06000024,143.06000024,2423.0,2423.0
949,1.0,KS6173,142.88999907000002,142.88999907000002,3849.0,3849.0
363,1.0,KS6173,142.72000038,142.72000038,1695.0,1695.0
648,1.0,KS5035,142.38999998,142.38999998,6291.0,6291.0
0,1.0,KS6186,141.96000107999998,141.96000107999998,5.0,5.0
6637,1.0,KS7166,141.89999835,141.89999835,15072.0,15072.0
1053,1.0,KS1520,141.89000045,141.89000045,11928.0,11928.0
730,1.0,KS6173,141.56999956,141.56999956,3270.0,3270.0
2376,1.0,KS7166,140.97000052,140.97000052,6759.0,6759.0
6424,1.0,KS7166,140.74000038000003,140.74000038000003,14837.0,14837.0
5368,1.0,KS7166,140.70000076,140.70000076,13281.0,13281.0
620,1.0,KS6173,140.52999912,140.52999912,2814.0,2814.0
6761,1.0,KS7166,140.2500013,140.2500013,15216.0,15216.0
357,1.0,KS7166,140.21000099000003,140.21000099000003,1253.0,1253.0
6207,1.0,KS7166,139.90999817,139.90999817,14534.0,14534.0
5343,1.0,KS7166,139.46000002000002,139.46000002000002,13251.0,13251.0
884,1.0,KS6173,139.42999832,139.42999832,3753.0,3753.0
3964,1.0,KS7166,139.13000036999998,139.13000036999998,9773.0,9773.0
2810,1.0,KS7232,138.85999679,138.85999679,16617.0,16617.0
1126,1.0,KS6173,138.51999961,138.51999961,4066.0,4066.0
1107,1.0,KS6173,138.27000080000002,138.27000080000002,4036.0,4036.0
6850,0.9967459686732214,KS7166,138.28999933,137.83999934,15314.0,15314.0
149,1.0,KS3700,137.61999893,137.61999893,351.0,351.0
2086,1.0,KS7166,137.59999926999998,137.59999926999998,4576.0,4576.0
783,1.0,KS6173,137.2799995,137.2799995,3452.0,3452.0
163,0.9722025243979974,KS3385,141.02000253999998,137.10000245999998,659.0,659.0
2031,1.0,KS7232,136.34000146,136.34000146,15253.0,15253.0
1165,1.0,KS7166,135.98000407,135.98000407,2913.0,2913.0
5146,1.0,KS7166,135.83000049999998,135.83000049999998,12899.0,12899.0
64,1.0,KS7232,135.53999972000003,135.53999972000003,550.0,550.0
1471,1.0,KS1520,135.52999734,135.52999734,12694.0,12694.0
1125,1.0,KS6173,135.29999981000003,135.29999981000003,4065.0,4065.0
5099,1.0,KS7166,135.24000074,135.24000074,12800.0,12800.0
4531,1.0,KS7166,134.84999802,134.84999802,11014.0,11014.0
601,1.0,KS1143,134.63000272,134.63000272,1663.0,1663.0
996,1.0,KS6173,134.3299995,134.3299995,3907.0,3907.0
1581,1.0,KS7232,132.88000011,132.88000011,13935.0,13935.0
4486,0.9957754978804192,KS7166,132.55999977000002,131.99999977000002,10895.0,10895.0
5195,1.0,KS7166,131.83000238,131.83000238,12987.0,12987.0
6677,1.0,KS7166,131.0699978,131.0699978,15124.0,15124.0
4762,1.0,KS7166,130.24000073,130.24000073,11703.0,11703.0
2655,1.0,KS1143,130.10999909,130.10999909,6061.0,6061.0
1535,1.0,KS7166,130.07999969,130.07999969,3635.0,3635.0
403,1.0,KS6173,129.87999878999997,129.87999878999997,1938.0,1938.0
6390,1.0,KS7166,129.80000018,129.80000018,14795.0,14795.0
4665,1.0,KS7166,129.45999931999998,129.45999931999998,11367.0,11367.0
5118,1.0,KS7166,129.45000063,129.45000063,12836.0,12836.0
106,1.0,KS7166,128.69000126,128.69000126,846.0,846.0
726,1.0,KS1143,128.01999831,128.01999831,1877.0,1877.0
503,1.0,KS6176,126.960001,126.960001,9965.0,9965.0
331,1.0,KS6173,126.82999953000001,126.82999953000001,1610.0,1610.0
1767,1.0,KS3441,126.66999887000003,126.66999887000003,7244.0,7244.0
475,0.9855874102389411,KS1143,128.35999988,126.50999986,1532.0,1532.0
6988,1.0,KS7166,126.33999884999999,126.33999884999999,15468.0,15468.0
1607,1.0,KS7232,125.97000116000001,125.97000116000001,13996.0,13996.0
6705,1.0,KS7166,125.95999932999999,125.95999932999999,15155.0,15155.0
528,1.0,KS3441,125.36000124,125.36000124,4134.0,4134.0
1406,1.0,KS6173,124.79999899,124.79999899,4455.0,4455.0
171,1.0,KS6173,123.74000166999998,123.74000166999998,1056.0,1056.0
498,1.0,KS6226,122.96000003000002,122.96000003000002,1580.0,1580.0
6823,1.0,KS7166,122.67999982999999,122.67999982999999,15281.0,15281.0
6267,1.0,KS7166,121.83000113999998,121.83000113999998,14630.0,14630.0
789,1.0,KS6173,121.80000019,121.80000019,3493.0,3493.0
109,1.0,KS1101,121.63999761,121.63999761,2717.0,2717.0
2298,1.0,KS7166,121.15000153999999,121.15000153999999,6584.0,6584.0
794,1.0,KS6173,120.73999977000001,120.73999977000001,3498.0,3498.0
1547,1.0,KS3441,120.53000059999998,120.53000059999998,6796.0,6796.0
548,1.0,KS5035,120.50000047,120.50000047,5440.0,5440.0
1485,1.0,KS3441,120.34999993999999,120.34999993999999,6653.0,6653.0
1006,1.0,KS6173,120.01000066,120.01000066,3917.0,3917.0
4587,1.0,KS7166,119.70000076,119.70000076,11166.0,11166.0
1099,1.0,KS6173,119.6599996,119.6599996,4027.0,4027.0
731,0.9813153344539477,KS1532,121.48999908,119.21999908000001,2901.0,2901.0
1907,1.0,KS7232,119.05000305,119.05000305,14900.0,14900.0
5030,0.995316551038562,KS7166,119.57000163999999,119.01000163999998,12653.0,12653.0
4312,0.9953075246988429,KS7166,119.33999947999999,118.77999947999999,10461.0,10461.0
6835,1.0,KS7166,118.54000133,118.54000133,15296.0,15296.0
6923,1.0,KS7166,118.45000028000001,118.45000028000001,15396.0,15396.0
466,1.0,KS6173,118.21000133,118.21000133,2232.0,2232.0
1364,1.0,KS7232,118.00999963000001,118.00999963000001,12912.0,12912.0
3139,1.0,KS7166,117.85999893999998,117.85999893999998,8258.0,8258.0
1050,1.0,KS6173,117.53999806,117.53999806,3966.0,3966.0
737,1.0,KS7166,117.27000016,117.27000016,2175.0,2175.0
4748,1.0,KS7166,116.75000191999999,116.75000191999999,11641.0,11641.0
755,1.0,KS6173,116.56999945999999,116.56999945999999,3316.0,3316.0
1383,1.0,KS7232,116.36000061,116.36000061,13096.0,13096.0
1443,1.0,KS1520,116.17999805000001,116.17999805000001,12661.0,12661.0
2406,1.0,KS7232,115.47000122,115.47000122,15897.0,15897.0
6808,1.0,KS7166,114.98999975999999,114.98999975999999,15266.0,15266.0
938,1.0,KS7232,114.96999883999999,114.96999883999999,10469.0,10469.0
786,1.0,KS5123,114.58000028000001,114.58000028000001,2564.0,2564.0
832,1.0,KS5035,113.88999989999999,113.88999989999999,7024.0,7024.0
91,1.0,KS6173,113.28999968000002,113.28999968000002,588.0,588.0
1554,1.0,KS7232,113.22000313000001,113.22000313000001,13856.0,13856.0
1036,1.0,KS3441,112.05899984,112.05899984,5606.0,5606.0
2066,1.0,KS7232,111.41000176,111.41000176,15323.0,15323.0
1082,1.0,KS3441,111.13999938,111.13999938,5769.0,5769.0
692,1.0,KS3441,110.94999944000001,110.94999944000001,4740.0,4740.0
4551,1.0,KS7166,109.87000130999999,109.87000130999999,11059.0,11059.0
2116,1.0,KS7166,109.84999943000001,109.84999943000001,4627.0,4627.0
1090,1.0,KS6173,109.80000051999998,109.80000051999998,4018.0,4018.0
335,1.0,KS1143,109.70000016,109.70000016,1386.0,1386.0
2772,1.0,KS7232,109.35000133,109.35000133,16521.0,16521.0
5328,1.0,KS7166,108.83000290000001,108.83000290000001,13227.0,13227.0
1244,1.0,KS7232,108.69000041,108.69000041,12277.0,12277.0
1378,1.0,KS3441,108.61000027,108.61000027,6420.0,6420.0
1153,1.0,KS6173,108.48999942,108.48999942,4112.0,4112.0
458,1.0,KS6176,108.40000129,108.40000129,9871.0,9871.0
2339,1.0,KS7232,108.19999695,108.19999695,15792.0,15792.0
1615,1.0,KS3441,106.69000008999998,106.69000008999998,6930.0,6930.0
135,1.0,KS5014,106.27999979,106.27999979,334.0,334.0
206,1.0,KS1538,105.64999985,105.64999985,856.0,856.0
2473,1.0,KS1143,105.52999997,105.52999997,5814.0,5814.0
778,1.0,KS6173,105.33000106,105.33000106,3426.0,3426.0
6129,0.9804873490917684,KS7166,107.10999954999998,105.01999951999998,14421.0,14421.0
955,1.0,KS6173,104.78999935,104.78999935,3856.0,3856.0
1821,1.0,KS3441,104.54999907999999,104.54999907999999,7352.0,7352.0
282,1.0,KS6173,103.85000014,103.85000014,1443.0,1443.0
5162,1.0,KS7166,103.64000063999998,103.64000063999998,12921.0,12921.0
1159,1.0,KS6173,103.54000108999999,103.54000108999999,4120.0,4120.0
5144,1.0,KS7166,102.72999811,102.72999811,12895.0,12895.0
5170,1.0,KS7166,102.68000105,102.68000105,12933.0,12933.0
1043,1.0,KS6173,102.35999962000001,102.35999962000001,3959.0,3959.0
1772,1.0,KS3441,100.62000037,100.62000037,7254.0,7254.0
2542,1.0,KS7232,100.29999923,100.29999923,16130.0,16130.0
45,1.0,KS7138,100.21999961,100.21999961,1747.0,1747.0
174,1.0,KS3441,99.98999929,99.98999929,1128.0,1128.0
60,1.0,KS7138,99.75999993999999,99.75999993999999,1958.0,1958.0
1037,1.0,KS3441,99.47000110000002,99.47000110000002,5607.0,5607.0
377,1.0,KS6173,99.31000076999997,99.31000076999997,1801.0,1801.0
6951,1.0,KS7166,98.83999980000002,98.83999980000002,15427.0,15427.0
4,1.0,KS3704,98.80000109,98.80000109,43.0,43.0
25,1.0,KS6173,98.61000044000001,98.61000044000001,246.0,246.0
4989,1.0,KS7166,98.57000094,98.57000094,12525.0,12525.0
4566,0.9830305453830341,KS7166,100.18000156000001,98.48000157000001,11100.0,11100.0
5999,1.0,KS7166,98.16999842,98.16999842,14250.0,14250.0
175,1.0,KS3441,97.85000084,97.85000084,1130.0,1130.0
690,1.0,KS6173,97.51000040999999,97.51000040999999,3070.0,3070.0
2598,1.0,KS7232,97.20249963999998,97.20249963999998,16223.0,16223.0
38,1.0,KS1120,96.55999892,96.55999892,794.0,794.0
912,1.0,KS6173,96.37999943999999,96.37999943999999,3793.0,3793.0
1042,1.0,KS7232,96.08000041,96.08000041,11190.0,11190.0
6441,1.0,KS7166,95.70000021999999,95.70000021999999,14857.0,14857.0
1323,0.9748190431907607,KS1143,98.08999906999998,95.61999903999998,4283.0,4283.0
1846,1.0,KS1143,94.83999824,94.83999824,4919.0,4919.0
65,1.0,KS6176,94.46000026000002,94.46000026000002,7209.0,7209.0
2172,1.0,KS7166,94.22000029,94.22000029,4739.0,4739.0
1807,1.0,KS1143,93.40000343,93.40000343,4867.0,4867.0
93,1.0,KS6173,93.0499996,93.0499996,590.0,590.0
932,1.0,KS5035,92.80999969999999,92.80999969999999,7223.0,7223.0
178,1.0,KS3441,92.76999996,92.76999996,1134.0,1134.0
723,1.0,KS3441,91.83999897000001,91.83999897000001,4790.0,4790.0
716,1.0,KS6173,91.79000009000002,91.79000009000002,3236.0,3236.0
12,1.0,KS3441,91.75000071,91.75000071,371.0,371.0
885,1.0,KS6173,91.03000139999999,91.03000139999999,3754.0,3754.0
1160,1.0,KS7232,89.72000045000001,89.72000045000001,11903.0,11903.0
2625,1.0,KS7232,89.64999961999999,89.64999961999999,16267.0,16267.0
61,1.0,KS1101,89.41000014,89.41000014,1518.0,1518.0
455,1.0,KS3441,89.18999971,89.18999971,3887.0,3887.0
405,1.0,KS6173,88.36999988999999,88.36999988999999,1952.0,1952.0
1019,1.0,KS5082,88.01000005,88.01000005,2326.0,2326.0
1239,1.0,KS1520,87.90999985,87.90999985,12348.0,12348.0
101,1.0,KS5014,86.65999925,86.65999925,272.0,272.0
5842,1.0,KS7166,86.63000155,86.63000155,14006.0,14006.0
2745,1.0,KS7166,85.16000008999998,85.16000008999998,7418.0,7418.0
204,1.0,KS6173,85.13999998999998,85.13999998999998,1185.0,1185.0
960,1.0,KS7232,85.07999944,85.07999944,10636.0,10636.0
10,1.0,KS1537,84.44000039999999,84.44000039999999,52.0,52.0
1399,1.0,KS6173,84.36000019,84.36000019,4443.0,4443.0
351,0.9900164432194865,KS1143,85.13999957,84.28999955,1404.0,1404.0
578,1.0,KS1532,83.90000039000002,83.90000039000002,2689.0,2689.0
570,1.0,KS6173,83.57999969000001,83.57999969000001,2548.0,2548.0
1691,1.0,KS3441,82.92999970000001,82.92999970000001,7112.0,7112.0
1985,1.0,KS7232,82.85999679,82.85999679,15118.0,15118.0
1691,1.0,KS7232,82.18999814,82.18999814,14278.0,14278.0
805,1.0,KS7232,82.12999725,82.12999725,9481.0,9481.0
846,1.0,KS6173,81.79000045999999,81.79000045999999,3688.0,3688.0
1321,1.0,KS6173,81.71999954,81.71999954,4336.0,4336.0
873,1.0,KS5035,81.56000029,81.56000029,7108.0,7108.0
11,1.0,KS3479,80.75999892,80.75999892,29.0,29.0
6249,1.0,KS7166,80.40000097000001,80.40000097000001,14594.0,14594.0
1101,1.0,KS7232,80.20999991,80.20999991,11473.0,11473.0
1281,1.0,KS5082,79.74999966,79.74999966,2894.0,2894.0
606,0.9683060108344698,KS1143,82.35000007,79.74000006,1668.0,1668.0
6942,1.0,KS7166,79.61999965,79.61999965,15418.0,15418.0
4893,0.9635966510332371,KS7166,82.41000032,79.41000032,12265.0,12265.0
159,1.0,KS7232,79.04999899999999,79.04999899999999,1001.0,1001.0
175,1.0,KS6173,78.56999969,78.56999969,1085.0,1085.0
30,1.0,KS3441,78.4300003,78.4300003,442.0,442.0
15,1.0,KS1120,78.26999976,78.26999976,580.0,580.0
880,1.0,KS3441,78.04999924,78.04999924,5223.0,5223.0
1137,1.0,KS7232,77.91999913000001,77.91999913000001,11713.0,11713.0
857,1.0,KS6173,77.40999907,77.40999907,3714.0,3714.0
1745,1.0,KS3441,77.37000075,77.37000075,7202.0,7202.0
606,1.0,KS6173,76.48000096999999,76.48000096999999,2764.0,2764.0
6799,1.0,KS7166,76.27000022,76.27000022,15255.0,15255.0
1071,1.0,KS7232,76.1700016,76.1700016,11322.0,11322.0
455,1.0,KS6176,75.88012004999999,75.88012004999999,9867.0,9867.0
382,1.0,KS3441,75.48999982999999,75.48999982999999,3397.0,3397.0
1711,1.0,KS3441,75.12000049,75.12000049,7150.0,7150.0
6606,1.0,KS7166,73.82000058,73.82000058,15036.0,15036.0
333,1.0,KS7232,73.73999929,73.73999929,3347.0,3347.0
967,0.9573582933502103,KS1143,76.92000033999999,73.64000024999999,3223.0,3223.0
598,0.9839400422799006,KS1143,74.72000057,73.52000052,1660.0,1660.0
883,1.0,KS5035,73.44999981,73.44999981,7141.0,7141.0
543,1.0,KS1143,73.44000009,73.44000009,1602.0,1602.0
88,1.0,KS3670,73.09000111,73.09000111,164.0,164.0
518,1.0,KS7166,72.97000025,72.97000025,1528.0,1528.0
523,1.0,KS6173,72.94000089000001,72.94000089000001,2422.0,2422.0
2558,1.0,KS7232,72.64000082000001,72.64000082000001,16153.0,16153.0
6559,1.0,KS7166,72.61999928,72.61999928,14988.0,14988.0
781,1.0,KS7232,72.44999885,72.44999885,9288.0,9288.0
2278,1.0,KS1143,72.43999862,72.43999862,5581.0,5581.0
8,1.0,KS3479,72.34999960000002,72.34999960000002,12.0,12.0
563,0.9745636588236477,KS1143,73.91000093,72.03000093,1624.0,1624.0
1612,1.0,KS1143,71.77999974000001,71.77999974000001,4623.0,4623.0
16,0.9824585446530475,KS3722,72.97000019000001,71.69000019,26.0,26.0
803,1.0,KS7232,71.57999951,71.57999951,9472.0,9472.0
2386,1.0,KS1143,71.43000054,71.43000054,5710.0,5710.0
698,1.0,KS5123,71.36000013,71.36000013,2397.0,2397.0
176,1.0,KS3441,70.30999963,70.30999963,1131.0,1131.0
303,1.0,KS1101,70.20000064999999,70.20000064999999,4023.0,4023.0
6670,0.9626578812214626,KS7166,72.84000129,70.12000131,15114.0,15114.0
448,0.9804967028147878,KS1143,71.26999998,69.87999998999999,1505.0,1505.0
1180,1.0,KS6173,69.80000017,69.80000017,4146.0,4146.0
3751,1.0,KS7166,69.77999882,69.77999882,9363.0,9363.0
4,1.0,KS3721,69.40000001,69.40000001,18.0,18.0
393,1.0,KS6176,69.34000031000001,69.34000031000001,9543.0,9543.0
944,1.0,KS6173,69.30000041999999,69.30000041999999,3843.0,3843.0
1724,1.0,KS7232,69.12800217,69.12800217,14357.0,14357.0
6955,1.0,KS7166,68.99000043999999,68.99000043999999,15431.0,15431.0
26,1.0,KS3700,68.70999909,68.70999909,152.0,152.0
946,1.0,KS1143,68.22000021000001,68.22000021000001,3107.0,3107.0
6449,1.0,KS7166,68.08999933,68.08999933,14865.0,14865.0
722,1.0,KS6173,67.56999993999999,67.56999993999999,3257.0,3257.0
108,1.0,KS1538,67.22000008,67.22000008,586.0,586.0
5112,1.0,KS7166,65.95999988,65.95999988,12822.0,12822.0
449,0.9515520765919566,KS1143,68.94000145000001,65.60000154000001,1506.0,1506.0
797,1.0,KS5123,65.23999919,65.23999919,2577.0,2577.0
217,0.9881746512500363,KS1532,65.95999970000001,65.17999970000001,1680.0,1680.0
2026,1.0,KS7232,64.96999931,64.96999931,15239.0,15239.0
5372,1.0,KS7166,64.93000036000001,64.93000036000001,13288.0,13288.0
697,1.0,KS7232,64.63000034999999,64.63000034999999,8410.0,8410.0
1200,1.0,KS6173,64.31000119000001,64.31000119000001,4174.0,4174.0
6566,1.0,KS7166,64.30999969999999,64.30999969999999,14995.0,14995.0
379,0.9535401517993995,KS1143,67.37000036,64.24000037,1435.0,1435.0
201,1.0,KS6173,63.80999995999999,63.80999995999999,1182.0,1182.0
18,0.9563521813588186,KS7246,66.66999934,63.759999300000004,61.0,61.0
2287,1.0,KS7232,63.61000155,63.61000155,15711.0,15711.0
1349,1.0,KS7232,63.309999770000005,63.309999770000005,12863.0,12863.0
969,1.0,KS7232,62.90999962,62.90999962,10678.0,10678.0
0,1.0,KS7059,62.17999951999998,62.17999951999998,166.0,166.0
263,1.0,KS1532,62.030000490000006,62.030000490000006,1830.0,1830.0
6743,1.0,KS7166,61.860000250000006,61.860000250000006,15197.0,15197.0
176,1.0,KS1538,61.592919430000016,61.592919430000016,807.0,807.0
3374,0.984904448350608,KS7166,62.26999992,61.32999992,8654.0,8654.0
2833,1.0,KS7232,60.88999939,60.88999939,16655.0,16655.0
793,1.0,KS1143,60.780000449999996,60.780000449999996,2174.0,2174.0
536,0.9727595090615608,KS1143,62.040000080000006,60.35000002,1595.0,1595.0
929,1.0,KS7232,60.1599998,60.1599998,10394.0,10394.0
555,1.0,KS3441,59.699999420000005,59.699999420000005,4207.0,4207.0
1347,1.0,KS6173,59.580000229999996,59.580000229999996,4376.0,4376.0
703,1.0,KS5035,59.070000179999994,59.070000179999994,6626.0,6626.0
490,0.9822475305118602,KS1143,59.709999260000004,58.649999320000006,1547.0,1547.0
940,1.0,KS7232,58.34000206,58.34000206,10490.0,10490.0
2591,1.0,KS7232,58.30999994,58.30999994,16210.0,16210.0
51,1.0,KS3385,58.210000250000014,58.210000250000014,201.0,201.0
638,1.0,KS6173,57.7800005,57.7800005,2888.0,2888.0
189,1.0,KS1538,57.73999945,57.73999945,828.0,828.0
1792,1.0,KS1143,57.63999844,57.63999844,4851.0,4851.0
1913,1.0,KS7232,57.62999916,57.62999916,14928.0,14928.0
52,1.0,KS3385,57.5,57.5,203.0,203.0
2845,1.0,KS7232,56.83000183,56.83000183,16670.0,16670.0
614,1.0,KS7232,56.799999959999994,56.799999959999994,7617.0,7617.0
283,1.0,KS1532,56.71000043,56.71000043,1913.0,1913.0
1836,1.0,KS7232,56.70000076,56.70000076,14711.0,14711.0
27,1.0,KS3441,55.9199999,55.9199999,435.0,435.0
5320,1.0,KS7166,55.900000090000006,55.900000090000006,13213.0,13213.0
43,1.0,KS3746,55.34000003000001,55.34000003000001,201.0,201.0
2374,1.0,KS1143,55.15999985,55.15999985,5694.0,5694.0
585,0.9517968218832877,KS1143,57.88000022,55.09000026,1647.0,1647.0
628,1.0,KS5035,54.98999994,54.98999994,6141.0,6141.0
699,1.0,KS7232,54.769999739999996,54.769999739999996,8426.0,8426.0
934,1.0,KS7232,54.72999961999999,54.72999961999999,10432.0,10432.0
1299,1.0,KS7232,54.479999199999995,54.479999199999995,12577.0,12577.0
2075,1.0,KS7232,54.449999680000005,54.449999680000005,15347.0,15347.0
621,1.0,KS7232,54.410000010000005,54.410000010000005,7694.0,7694.0
329,1.0,KS7232,54.38999986,54.38999986,3286.0,3286.0
1688,1.0,KS1143,53.46000004,53.46000004,4712.0,4712.0
65,1.0,KS7138,53.14999948,53.14999948,1992.0,1992.0
16,1.0,KS7232,52.83000088,52.83000088,247.0,247.0
604,1.0,KS7232,52.739999770000004,52.739999770000004,7290.0,7290.0
4588,1.0,KS7166,52.06000029,52.06000029,11169.0,11169.0
415,1.0,KS7166,52.01000047,52.01000047,1354.0,1354.0
