,%spendhighimprshare,KS,cost,cost_on_high_imprshare,portfolio_id,ports
365,1.0,KS6173,398.66000346,398.66000346,1697.0,1697.0
307,1.0,KS7232,398.65999889999995,398.65999889999995,2167.0,2167.0
383,0.9877341658947179,KS6226,403.55998357000004,398.60998376000003,1215.0,1215.0
108,1.0,KS6173,398.4699995599999,398.4699995599999,696.0,696.0
1585,1.0,KS7166,398.18999314,398.18999314,3788.0,3788.0
663,1.0,KS6173,397.6700002,397.6700002,3027.0,3027.0
1292,1.0,KS1143,396.26999995999995,396.26999995999995,3855.0,3855.0
3891,0.9922845693346187,KS6226,399.19999978999994,396.11999986999996,10942.0,10942.0
1576,1.0,KS3441,396.06000329,396.06000329,6845.0,6845.0
716,1.0,KS7166,395.65000260999994,395.65000260999994,2092.0,2092.0
1991,1.0,KS7232,393.28000641,393.28000641,15125.0,15125.0
676,0.9855896948211209,KS6226,399.02000191,393.27000191,2167.0,2167.0
1463,1.0,KS6226,390.60999978,390.60999978,5154.0,5154.0
220,1.0,KS3506,389.71927466000005,389.71927466000005,489.0,489.0
2455,1.0,KS7232,386.05000592000005,386.05000592000005,15972.0,15972.0
1385,1.0,KS3441,385.16000091,385.16000091,6437.0,6437.0
2171,1.0,KS7232,384.56000376000003,384.56000376000003,15521.0,15521.0
1075,1.0,KS7232,384.06000518,384.06000518,11354.0,11354.0
911,1.0,KS7232,381.58000182999996,381.58000182999996,10236.0,10236.0
1351,1.0,KS6173,380.94999837,380.94999837,4380.0,4380.0
3847,0.9631516261047883,KS6226,394.59000067,380.05000079,10892.0,10892.0
6969,1.0,KS7166,374.96999954999995,374.96999954999995,15447.0,15447.0
44,1.0,KS1538,374.78999663,374.78999663,206.0,206.0
1151,1.0,KS6173,374.04000140000005,374.04000140000005,4110.0,4110.0
347,1.0,KS3441,371.8139979500001,371.8139979500001,3245.0,3245.0
1737,1.0,KS7232,371.65999603000006,371.65999603000006,14389.0,14389.0
2724,1.0,KS7166,371.21000313,371.21000313,7371.0,7371.0
265,1.0,KS1532,368.5675800000001,368.5675800000001,1835.0,1835.0
1815,1.0,KS7232,368.52999210999997,368.52999210999997,14609.0,14609.0
83,1.0,KS1101,368.3700008700001,368.3700008700001,2327.0,2327.0
966,1.0,KS3441,366.64281049,366.64281049,5451.0,5451.0
827,1.0,KS7232,363.87999727,363.87999727,9587.0,9587.0
5939,1.0,KS7166,363.40999365000005,363.40999365000005,14161.0,14161.0
1861,1.0,KS3441,363.35000085,363.35000085,7415.0,7415.0
15,1.0,KS1109,363.0499960900001,363.0499960900001,267.0,267.0
176,1.0,KS7166,362.15999631,362.15999631,954.0,954.0
680,1.0,KS3441,359.61999915,359.61999915,4710.0,4710.0
405,1.0,KS7232,359.43000102,359.43000102,4326.0,4326.0
2843,1.0,KS7232,359.07000923,359.07000923,16667.0,16667.0
12,1.0,KS6173,358.86000108999997,358.86000108999997,142.0,142.0
1541,1.0,KS3441,358.18999887000007,358.18999887000007,6777.0,6777.0
1799,1.0,KS3441,358.13999961999997,358.13999961999997,7314.0,7314.0
876,1.0,KS3441,356.48999643,356.48999643,5206.0,5206.0
789,1.0,KS7232,355.79250336000007,355.79250336000007,9333.0,9333.0
10,1.0,KS7232,354.77999783999996,354.77999783999996,234.0,234.0
464,1.0,KS6173,354.76000107,354.76000107,2223.0,2223.0
874,0.9975957458187313,KS1520,353.5399986500001,352.6899986300001,11552.0,11552.0
924,1.0,KS3441,350.15649620000005,350.15649620000005,5314.0,5314.0
458,1.0,KS6173,349.37000061,349.37000061,2211.0,2211.0
4941,1.0,KS7166,348.16999789999994,348.16999789999994,12401.0,12401.0
1070,1.0,KS3441,340.54398247,340.54398247,5722.0,5722.0
2267,1.0,KS7232,339.94000245,339.94000245,15676.0,15676.0
1528,1.0,KS1520,337.18999182999994,337.18999182999994,12771.0,12771.0
1451,1.0,KS6226,335.5800047,335.5800047,5126.0,5126.0
1096,1.0,KS6173,334.6200022599999,334.6200022599999,4024.0,4024.0
993,1.0,KS3441,333.38000166000006,333.38000166000006,5507.0,5507.0
762,1.0,KS6173,333.16999947,333.16999947,3392.0,3392.0
430,0.985918833858943,KS1143,337.3299989799999,332.57999921999993,1487.0,1487.0
136,1.0,KS6173,331.13999865999995,331.13999865999995,790.0,790.0
1537,1.0,KS7232,327.91000423,327.91000423,13763.0,13763.0
102,1.0,KS3475,327.82000241000003,327.82000241000003,246.0,246.0
73,1.0,KS6173,327.67000199999995,327.67000199999995,468.0,468.0
6272,1.0,KS7166,326.93000317999997,326.93000317999997,14636.0,14636.0
4425,1.0,KS7166,326.59000015,326.59000015,10752.0,10752.0
593,1.0,KS6173,325.34000039999995,325.34000039999995,2732.0,2732.0
1477,1.0,KS7232,323.19999314,323.19999314,13528.0,13528.0
84,0.9700150381347069,KS3384,332.50000065999996,322.53000081999994,128.0,128.0
395,0.9966823761534175,KS1143,322.52000211,321.45000206000003,1451.0,1451.0
2183,1.0,KS7232,321.30000067,321.30000067,15546.0,15546.0
425,0.9820188981660523,KS1143,327.0099999600001,321.12999985000005,1482.0,1482.0
2158,0.9972346507808776,KS1143,321.83999903,320.94999904,5333.0,5333.0
1404,1.0,KS6226,320.90999899999997,320.90999899999997,4888.0,4888.0
1382,1.0,KS7232,319.94001438,319.94001438,13095.0,13095.0
1232,1.0,KS6173,319.5999999,319.5999999,4223.0,4223.0
4090,1.0,KS7166,319.1999979,319.1999979,10013.0,10013.0
529,1.0,KS6176,318.33255787999997,318.33255787999997,10049.0,10049.0
945,1.0,KS6173,317.07999827000003,317.07999827000003,3844.0,3844.0
1235,1.0,KS6173,316.6699983699999,316.6699983699999,4226.0,4226.0
6284,0.9959783399096881,KS7166,315.79000002000004,314.51999998,14661.0,14661.0
1295,1.0,KS1143,314.48000324000003,314.48000324000003,3860.0,3860.0
2208,1.0,KS7232,314.37399243,314.37399243,15583.0,15583.0
160,1.0,KS7232,313.99650383,313.99650383,1003.0,1003.0
721,1.0,KS3441,311.84998873999996,311.84998873999996,4788.0,4788.0
426,1.0,KS7166,311.50999879999995,311.50999879999995,1379.0,1379.0
4430,0.9635860427760301,KS7166,321.5799911,309.86999105999996,10764.0,10764.0
451,1.0,KS5035,309.44999957000005,309.44999957000005,3812.0,3812.0
4490,1.0,KS7166,309.26000619,309.26000619,10903.0,10903.0
5354,0.9924596396889944,KS7166,310.33000460000005,307.99000455000004,13266.0,13266.0
304,1.0,KS6173,306.99999857000006,306.99999857000006,1497.0,1497.0
3709,1.0,KS6226,306.53999876000006,306.53999876000006,10720.0,10720.0
2593,1.0,KS7232,305.98000622,305.98000622,16215.0,16215.0
2127,1.0,KS6226,305.09999946000005,305.09999946000005,7251.0,7251.0
3443,1.0,KS6226,304.52000039,304.52000039,10308.0,10308.0
2755,1.0,KS6226,304.28000044,304.28000044,8718.0,8718.0
217,1.0,KS3441,303.9000002,303.9000002,1562.0,1562.0
527,0.976496345955301,KS1143,310.58999916,303.28999927,1586.0,1586.0
1324,0.9885983879618935,KS1143,305.21999945000005,301.73999943000007,4284.0,4284.0
1522,1.0,KS7166,301.34000046000006,301.34000046000006,3562.0,3562.0
536,1.0,KS7232,301.32999753999997,301.32999753999997,6096.0,6096.0
2021,1.0,KS7166,301.26000188,301.26000188,4461.0,4461.0
4514,1.0,KS7166,301.050004,301.050004,10972.0,10972.0
155,1.0,KS3385,299.84000162,299.84000162,646.0,646.0
2691,1.0,KS7232,299.26999999000003,299.26999999000003,16378.0,16378.0
3777,1.0,KS7166,299.08999849,299.08999849,9407.0,9407.0
4222,0.9966237673295342,KS7166,299.14999604,298.13999605000004,10281.0,10281.0
520,1.0,KS1143,297.71000067,297.71000067,1579.0,1579.0
493,1.0,KS1143,294.8399996,294.8399996,1550.0,1550.0
656,1.0,KS3441,293.9199995999999,293.9199995999999,4673.0,4673.0
499,1.0,KS6173,293.299999,293.299999,2368.0,2368.0
702,1.0,KS6173,292.60000514,292.60000514,3145.0,3145.0
6952,1.0,KS7166,289.43000063999995,289.43000063999995,15428.0,15428.0
566,1.0,KS1143,288.61999836,288.61999836,1627.0,1627.0
5998,1.0,KS7166,286.6899979,286.6899979,14249.0,14249.0
1108,1.0,KS7232,286.25000096,286.25000096,11521.0,11521.0
3915,1.0,KS6226,284.84000187000004,284.84000187000004,10971.0,10971.0
6504,1.0,KS7166,284.76999567999997,284.76999567999997,14924.0,14924.0
496,0.9957243988503109,KS1143,285.33999951999994,284.11999948999994,1553.0,1553.0
2249,0.9941705295887453,KS7166,284.75999583,283.09999586,6500.0,6500.0
1373,1.0,KS3441,282.80999887,282.80999887,6414.0,6414.0
4572,1.0,KS7166,282.32999622000006,282.32999622000006,11115.0,11115.0
6326,0.997590617545717,KS7166,282.22999997,281.54999996,14722.0,14722.0
448,1.0,KS6173,281.31000158,281.31000158,2185.0,2185.0
6846,1.0,KS7166,280.96999894999993,280.96999894999993,15310.0,15310.0
3424,1.0,KS6226,280.71999430999995,280.71999430999995,10275.0,10275.0
40,1.0,KS5021,279.3300011600001,279.3300011600001,519.0,519.0
621,1.0,KS7166,278.49999905,278.49999905,1717.0,1717.0
1361,1.0,KS6173,277.45999610999996,277.45999610999996,4392.0,4392.0
2231,1.0,KS7232,276.38000494,276.38000494,15617.0,15617.0
316,1.0,KS1520,276.10999942,276.10999942,4915.0,4915.0
488,1.0,KS6173,275.77999793000004,275.77999793000004,2332.0,2332.0
324,0.9961385743760454,KS1143,274.50999792000005,273.44999798000003,1375.0,1375.0
6180,0.9926508039755684,KS7166,274.86000282,272.84000277999996,14488.0,14488.0
3362,1.0,KS7166,272.55000113000006,272.55000113000006,8630.0,8630.0
6491,1.0,KS7166,272.44999836000005,272.44999836000005,14909.0,14909.0
255,1.0,KS6173,272.09000088000005,272.09000088000005,1353.0,1353.0
5123,1.0,KS7166,271.94000459999995,271.94000459999995,12847.0,12847.0
6158,1.0,KS7166,271.74000191999994,271.74000191999994,14460.0,14460.0
1,1.0,KS5212,270.03999910999994,270.03999910999994,73.0,73.0
5031,1.0,KS7166,269.64000022000005,269.64000022000005,12655.0,12655.0
1194,1.0,KS6173,269.11999986999996,269.11999986999996,4167.0,4167.0
6949,1.0,KS7166,268.93999948,268.93999948,15425.0,15425.0
551,1.0,KS7232,268.50000313,268.50000313,6148.0,6148.0
11,1.0,KS7106,268.24000168000003,268.24000168000003,118.0,118.0
1729,1.0,KS7166,268.11999798,268.11999798,3992.0,3992.0
3994,1.0,KS6226,267.20999717,267.20999717,11096.0,11096.0
2176,0.9847311355132174,KS7166,271.14000020000003,267.00000028000005,4746.0,4746.0
27,1.0,KS3746,266.54730734,266.54730734,185.0,185.0
1453,1.0,KS7166,263.93999707,263.93999707,3431.0,3431.0
6324,1.0,KS7166,263.73000195,263.73000195,14719.0,14719.0
2212,1.0,KS7166,263.66000152,263.66000152,6441.0,6441.0
508,1.0,KS3441,263.3299999,263.3299999,4045.0,4045.0
5976,1.0,KS7166,263.27999924999995,263.27999924999995,14213.0,14213.0
38,1.0,KS6173,262.46000005999997,262.46000005999997,286.0,286.0
535,1.0,KS3441,262.33999969,262.33999969,4155.0,4155.0
2745,1.0,KS7232,261.21449471,261.21449471,16466.0,16466.0
1302,1.0,KS3441,260.98999692,260.98999692,6296.0,6296.0
5109,1.0,KS7166,260.65999938000004,260.65999938000004,12817.0,12817.0
366,1.0,KS3506,260.14000180000005,260.14000180000005,854.0,854.0
6174,1.0,KS7166,259.7599969,259.7599969,14478.0,14478.0
6867,1.0,KS7166,259.32000328000004,259.32000328000004,15334.0,15334.0
6339,1.0,KS7166,257.54000007999997,257.54000007999997,14736.0,14736.0
78,1.0,KS3441,257.45999864000004,257.45999864000004,669.0,669.0
6005,1.0,KS7166,256.44999979,256.44999979,14256.0,14256.0
2132,1.0,KS6226,256.26000337,256.26000337,7263.0,7263.0
36,1.0,KS7232,255.72000264,255.72000264,414.0,414.0
1123,1.0,KS6173,255.52000356,255.52000356,4060.0,4060.0
571,1.0,KS6173,255.44999791,255.44999791,2555.0,2555.0
2256,1.0,KS7166,255.44000553000004,255.44000553000004,6513.0,6513.0
95,0.9948558067097345,KS7166,256.59999839,255.2799984,829.0,829.0
364,1.0,KS7232,254.76000214,254.76000214,3565.0,3565.0
354,1.0,KS1143,253.53999538999997,253.53999538999997,1407.0,1407.0
5310,1.0,KS7166,250.81999982000002,250.81999982000002,13199.0,13199.0
963,1.0,KS1532,250.22999772,250.22999772,3206.0,3206.0
71,1.0,KS6173,249.88999941,249.88999941,466.0,466.0
6954,1.0,KS7166,249.88000420999998,249.88000420999998,15430.0,15430.0
330,1.0,KS1143,249.82999911,249.82999911,1381.0,1381.0
114,1.0,KS6173,249.37000059000005,249.37000059000005,704.0,704.0
1,1.0,KS6162,249.30000038,249.30000038,815.0,815.0
1925,1.0,KS7232,249.10000038,249.10000038,14966.0,14966.0
549,1.0,KS7166,249.09000254000003,249.09000254000003,1574.0,1574.0
796,1.0,KS6173,249.0599997,249.0599997,3519.0,3519.0
347,0.9928221080474937,KS1143,250.76999792,248.96999797,1399.0,1399.0
3580,1.0,KS6226,248.81999588999997,248.81999588999997,10550.0,10550.0
5014,1.0,KS7166,248.74000167,248.74000167,12570.0,12570.0
900,1.0,KS6173,247.69999881999996,247.69999881999996,3777.0,3777.0
1158,1.0,KS3441,247.48999738000006,247.48999738000006,5958.0,5958.0
1462,1.0,KS1520,247.38999952000003,247.38999952000003,12683.0,12683.0
1101,1.0,KS6173,247.33999729000004,247.33999729000004,4029.0,4029.0
35,1.0,KS3704,247.27999973000001,247.27999973000001,113.0,113.0
6198,0.9993512549194542,KS7166,246.63000121,246.47000121,14519.0,14519.0
2225,1.0,KS7166,244.74999664,244.74999664,6460.0,6460.0
6347,1.0,KS7166,244.4500028,244.4500028,14746.0,14746.0
1196,1.0,KS7166,244.42999921999996,244.42999921999996,2966.0,2966.0
1862,1.0,KS7232,244.15999747,244.15999747,14785.0,14785.0
2765,1.0,KS7166,243.98999928000003,243.98999928000003,7463.0,7463.0
2834,1.0,KS7232,243.61999940000004,243.61999940000004,16656.0,16656.0
96,1.0,KS3689,243.45999860999999,243.45999860999999,262.0,262.0
1271,1.0,KS6173,243.13999923999995,243.13999923999995,4269.0,4269.0
359,1.0,KS3506,242.76000078,242.76000078,841.0,841.0
498,1.0,KS6173,242.40999922999998,242.40999922999998,2350.0,2350.0
2453,1.0,KS7166,242.14000439999998,242.14000439999998,6915.0,6915.0
901,1.0,KS5035,242.06999800999995,242.06999800999995,7165.0,7165.0
2059,1.0,KS7232,241.85000491000002,241.85000491000002,15305.0,15305.0
2751,1.0,KS7232,241.41000151999998,241.41000151999998,16478.0,16478.0
1683,1.0,KS7166,241.26000355,241.26000355,3927.0,3927.0
2721,1.0,KS7232,240.43999721000003,240.43999721000003,16428.0,16428.0
961,1.0,KS6173,239.87000238000002,239.87000238000002,3862.0,3862.0
3041,1.0,KS7166,239.18999743,239.18999743,8073.0,8073.0
820,1.0,KS3441,238.92000007000001,238.92000007000001,5017.0,5017.0
6948,1.0,KS7166,238.23999919000002,238.23999919000002,15424.0,15424.0
4834,1.0,KS7166,237.93000006,237.93000006,12041.0,12041.0
1241,1.0,KS1520,237.8199968,237.8199968,12350.0,12350.0
1008,1.0,KS6173,237.44000077000004,237.44000077000004,3919.0,3919.0
510,1.0,KS6176,237.42000084,237.42000084,9978.0,9978.0
6346,1.0,KS7166,237.33999322999998,237.33999322999998,14745.0,14745.0
5089,1.0,KS7166,237.06999994,237.06999994,12781.0,12781.0
916,1.0,KS6173,236.87999658999996,236.87999658999996,3797.0,3797.0
1100,1.0,KS6173,236.69000149,236.69000149,4028.0,4028.0
243,1.0,KS5123,236.67999997999996,236.67999997999996,1043.0,1043.0
6963,1.0,KS7166,236.19999779,236.19999779,15440.0,15440.0
5104,1.0,KS7166,235.75000476,235.75000476,12811.0,12811.0
114,0.9640268408375188,KS5040,244.18684832000002,235.40267596,614.0,614.0
3718,1.0,KS7166,234.46000186999999,234.46000186999999,9307.0,9307.0
3114,1.0,KS7166,233.15000049000002,233.15000049000002,8204.0,8204.0
6978,1.0,KS7166,232.3099959,232.3099959,15456.0,15456.0
1536,1.0,KS3441,232.26000089,232.26000089,6769.0,6769.0
1142,1.0,KS7166,231.90999649999998,231.90999649999998,2844.0,2844.0
6582,1.0,KS7166,231.86999989,231.86999989,15012.0,15012.0
741,1.0,KS7232,231.52000428000002,231.52000428000002,8791.0,8791.0
363,1.0,KS3441,230.48800206,230.48800206,3277.0,3277.0
4489,1.0,KS7166,230.47999454,230.47999454,10902.0,10902.0
5323,1.0,KS7166,230.27999936,230.27999936,13220.0,13220.0
4637,1.0,KS7166,230.0999996,230.0999996,11302.0,11302.0
2648,1.0,KS6226,229.62999749,229.62999749,8512.0,8512.0
2351,1.0,KS7232,229.53000259,229.53000259,15812.0,15812.0
834,1.0,KS3441,229.01000073,229.01000073,5047.0,5047.0
2409,1.0,KS7232,227.27000262,227.27000262,15900.0,15900.0
334,0.9936527524479685,KS1143,226.87000124000002,225.43000118000003,1385.0,1385.0
1286,1.0,KS6173,225.41000365999997,225.41000365999997,4286.0,4286.0
1148,1.0,KS6173,225.25999796999997,225.25999796999997,4107.0,4107.0
5173,1.0,KS7166,224.35999864000001,224.35999864000001,12939.0,12939.0
1363,1.0,KS6173,224.13000071000002,224.13000071000002,4394.0,4394.0
614,1.0,KS6173,224.08999871999998,224.08999871999998,2796.0,2796.0
4432,1.0,KS7166,223.86000107999996,223.86000107999996,10766.0,10766.0
5563,1.0,KS7166,223.54000190000002,223.54000190000002,13576.0,13576.0
2391,0.9824460557903363,KS6226,226.15999985999994,222.18999983999996,7932.0,7932.0
6422,1.0,KS7166,221.59999907000002,221.59999907000002,14835.0,14835.0
1065,1.0,KS7166,221.53000407,221.53000407,2712.0,2712.0
4954,1.0,KS7166,221.37000559000003,221.37000559000003,12443.0,12443.0
4924,1.0,KS7166,220.83000232999999,220.83000232999999,12369.0,12369.0
1563,1.0,KS3441,219.36499906,219.36499906,6815.0,6815.0
3703,1.0,KS7166,218.63000104999998,218.63000104999998,9267.0,9267.0
6329,1.0,KS7166,218.56000612000003,218.56000612000003,14725.0,14725.0
375,1.0,KS3506,218.34999604,218.34999604,867.0,867.0
2056,1.0,KS7166,218.25000063,218.25000063,4518.0,4518.0
5039,1.0,KS7166,218.19999981,218.19999981,12674.0,12674.0
13,1.0,KS3441,218.15999815999996,218.15999815999996,372.0,372.0
987,0.9845598191556197,KS3441,221.50000083999996,218.08000076999997,5492.0,5492.0
4467,1.0,KS7166,217.88000071000005,217.88000071000005,10843.0,10843.0
620,1.0,KS3441,217.39999471000004,217.39999471000004,4601.0,4601.0
6445,1.0,KS7166,217.23999619,217.23999619,14861.0,14861.0
129,1.0,KS7166,215.43000125,215.43000125,883.0,883.0
4764,1.0,KS7166,215.12000161,215.12000161,11728.0,11728.0
1072,1.0,KS6173,214.14000176999997,214.14000176999997,3993.0,3993.0
1324,1.0,KS1520,213.95000146000004,213.95000146000004,12480.0,12480.0
4981,1.0,KS7166,213.03999948000003,213.03999948000003,12508.0,12508.0
1733,1.0,KS7232,213.03999711,213.03999711,14380.0,14380.0
24,1.0,KS1236,212.50999913999993,212.50999913999993,165.0,165.0
3846,1.0,KS6226,212.49000338000002,212.49000338000002,10891.0,10891.0
6940,1.0,KS7166,211.76999844,211.76999844,15416.0,15416.0
4909,1.0,KS7166,210.66000141,210.66000141,12339.0,12339.0
1370,1.0,KS6173,210.63000106,210.63000106,4402.0,4402.0
759,1.0,KS6173,210.44999896999997,210.44999896999997,3354.0,3354.0
1018,1.0,KS6173,209.61999891000002,209.61999891000002,3929.0,3929.0
582,1.0,KS3441,209.52999927999997,209.52999927999997,4410.0,4410.0
6423,0.9947230804792628,KS7166,210.34999788,209.23999787,14836.0,14836.0
2519,1.0,KS7166,208.87999915,208.87999915,7031.0,7031.0
74,1.0,KS6173,208.86999888999998,208.86999888999998,471.0,471.0
1577,1.0,KS3441,208.8400004,208.8400004,6846.0,6846.0
1058,1.0,KS1520,208.46000045999997,208.46000045999997,11937.0,11937.0
2408,1.0,KS7232,208.19999932999997,208.19999932999997,15899.0,15899.0
1299,1.0,KS3441,207.88000012,207.88000012,6293.0,6293.0
17,1.0,KS7138,207.55999885,207.55999885,1206.0,1206.0
753,1.0,KS6173,207.20999932,207.20999932,3314.0,3314.0
2729,1.0,KS7232,205.97999764000002,205.97999764000002,16440.0,16440.0
6692,1.0,KS7166,205.89999531999996,205.89999531999996,15140.0,15140.0
6500,0.9972861642709634,KS7166,206.34999900999998,205.78999900999997,14919.0,14919.0
5995,1.0,KS7166,204.73999738,204.73999738,14244.0,14244.0
6054,1.0,KS7166,204.12000190000003,204.12000190000003,14329.0,14329.0
6308,1.0,KS7166,204.00000062,204.00000062,14693.0,14693.0
1959,1.0,KS7166,203.75000145,203.75000145,4344.0,4344.0
6974,1.0,KS7166,203.59000061999998,203.59000061999998,15452.0,15452.0
187,0.9749555349916402,KS1154,208.03000137,202.82000128,4715.0,4715.0
6707,1.0,KS7166,202.16999908000005,202.16999908000005,15157.0,15157.0
683,1.0,KS6173,202.02000103999998,202.02000103999998,3055.0,3055.0
600,1.0,KS6173,202.00999950999997,202.00999950999997,2754.0,2754.0
3373,1.0,KS7166,201.97999947,201.97999947,8652.0,8652.0
4393,0.9952190841212608,KS7166,202.89000154,201.92000151,10680.0,10680.0
5153,1.0,KS7166,201.88999963999998,201.88999963999998,12908.0,12908.0
6584,1.0,KS7166,201.8100021,201.8100021,15014.0,15014.0
1191,1.0,KS7166,201.02000353,201.02000353,2958.0,2958.0
3025,0.9961628543281413,KS7166,200.66999688,199.89999687000002,8034.0,8034.0
4558,1.0,KS7166,199.39999985999995,199.39999985999995,11075.0,11075.0
640,1.0,KS6173,199.26000141999998,199.26000141999998,2947.0,2947.0
172,1.0,KS1538,198.95213864000002,198.95213864000002,803.0,803.0
1631,1.0,KS7166,198.80999755,198.80999755,3856.0,3856.0
4771,1.0,KS7166,198.44999980999995,198.44999980999995,11832.0,11832.0
6959,1.0,KS7166,198.39999791000002,198.39999791000002,15436.0,15436.0
957,1.0,KS6173,198.33999905999997,198.33999905999997,3858.0,3858.0
1710,1.0,KS3441,197.22000187999998,197.22000187999998,7149.0,7149.0
68,0.9969120177986976,KS1120,197.53999869,196.92999869,1132.0,1132.0
5211,1.0,KS7166,196.02999544000002,196.02999544000002,13023.0,13023.0
790,1.0,KS6226,195.8700012,195.8700012,2623.0,2623.0
2785,1.0,KS7232,195.70999908000005,195.70999908000005,16555.0,16555.0
2220,1.0,KS7166,195.48999707000004,195.48999707000004,6452.0,6452.0
2755,1.0,KS7232,195.48000335999998,195.48000335999998,16488.0,16488.0
2326,1.0,KS7166,194.50000071,194.50000071,6647.0,6647.0
5987,1.0,KS7166,194.06000472,194.06000472,14232.0,14232.0
4294,1.0,KS7166,193.88999953,193.88999953,10420.0,10420.0
2498,1.0,KS7166,193.43999863,193.43999863,6995.0,6995.0
5380,1.0,KS7166,193.07999587000003,193.07999587000003,13299.0,13299.0
1791,1.0,KS3441,192.76200108999998,192.76200108999998,7301.0,7301.0
4759,0.9916122059307737,KS7166,194.32999744,192.69999744,11693.0,11693.0
5093,0.9945023597498017,KS7166,192.81000242999997,191.75000239999997,12792.0,12792.0
890,1.0,KS6173,190.36999943,190.36999943,3766.0,3766.0
38,1.0,KS3384,189.92999901000002,189.92999901000002,57.0,57.0
3073,1.0,KS7166,189.91999948999998,189.91999948999998,8131.0,8131.0
1379,0.9972144848123023,KS3441,190.26999829000002,189.73999832,6421.0,6421.0
438,1.0,KS3441,189.54256313999997,189.54256313999997,3693.0,3693.0
207,1.0,KS1538,189.47000229999998,189.47000229999998,861.0,861.0
933,1.0,KS1520,188.71999994000004,188.71999994000004,11669.0,11669.0
428,0.9875281665896058,KS5123,190.82999842,188.44999847,1513.0,1513.0
565,1.0,KS6173,188.07000163,188.07000163,2542.0,2542.0
254,1.0,KS6173,187.77000117999998,187.77000117999998,1352.0,1352.0
3098,0.980760132470133,KS7166,190.22999843000002,186.56999846000002,8177.0,8177.0
21,0.9509283816080272,KS6162,196.03999899,186.41999896999997,1035.0,1035.0
4897,1.0,KS7166,186.06000014,186.06000014,12281.0,12281.0
2695,1.0,KS1143,185.77999807,185.77999807,6118.0,6118.0
2128,1.0,KS7166,185.52000151000001,185.52000151000001,4650.0,4650.0
5930,1.0,KS7166,185.42000365,185.42000365,14143.0,14143.0
1259,1.0,KS3441,185.34999967,185.34999967,6217.0,6217.0
6292,1.0,KS7166,185.33000230999997,185.33000230999997,14675.0,14675.0
6941,1.0,KS7166,185.28000061000003,185.28000061000003,15417.0,15417.0
965,1.0,KS6173,184.90999882,184.90999882,3868.0,3868.0
1007,1.0,KS7166,184.16000001999998,184.16000001999998,2626.0,2626.0
1241,1.0,KS6173,184.14999784999995,184.14999784999995,4232.0,4232.0
2773,1.0,KS7232,183.39000129,183.39000129,16522.0,16522.0
438,1.0,KS6173,183.25000053,183.25000053,2167.0,2167.0
980,0.9612207321958461,KS3441,190.05000112999997,182.68000123999997,5476.0,5476.0
6384,1.0,KS7166,182.4199989,182.4199989,14788.0,14788.0
554,1.0,KS6173,182.17000266000002,182.17000266000002,2517.0,2517.0
384,1.0,KS3441,182.09000016999997,182.09000016999997,3413.0,3413.0
5033,1.0,KS7166,181.65000438,181.65000438,12660.0,12660.0
897,1.0,KS1520,181.34999967000005,181.34999967000005,11602.0,11602.0
1641,1.0,KS7232,180.51000022999997,180.51000022999997,14097.0,14097.0
6237,1.0,KS7166,179.01000047999997,179.01000047999997,14579.0,14579.0
1384,1.0,KS3441,178.92000102000003,178.92000102000003,6436.0,6436.0
303,0.9905184364023533,KS5123,180.34999949,178.6399995,1268.0,1268.0
2215,1.0,KS7166,178.50999920999996,178.50999920999996,6444.0,6444.0
727,1.0,KS6173,177.87999999000002,177.87999999000002,3267.0,3267.0
575,1.0,KS6173,177.86000103,177.86000103,2559.0,2559.0
405,1.0,KS6176,177.65000026,177.65000026,9588.0,9588.0
419,0.9956792549375435,KS1143,178.21000055999997,177.44000057999997,1476.0,1476.0
877,1.0,KS3441,177.29000018,177.29000018,5207.0,5207.0
5248,1.0,KS7166,177.2400006,177.2400006,13088.0,13088.0
19,1.0,KS6128,177.05000057,177.05000057,96.0,96.0
832,1.0,KS6173,176.13000094,176.13000094,3622.0,3622.0
1891,1.0,KS7232,175.85000229000002,175.85000229000002,14872.0,14872.0
1303,1.0,KS3441,175.32599961999998,175.32599961999998,6299.0,6299.0
1118,1.0,KS6173,175.32000079000002,175.32000079000002,4051.0,4051.0
330,1.0,KS3441,175.02500003,175.02500003,3187.0,3187.0
579,0.9835872072275562,KS1143,177.90999926,174.98999931,1641.0,1641.0
436,1.0,KS6173,174.70000089,174.70000089,2165.0,2165.0
795,1.0,KS5035,174.14999616,174.14999616,6936.0,6936.0
6604,1.0,KS7166,173.62999987,173.62999987,15034.0,15034.0
50,1.0,KS3475,173.48000095000003,173.48000095000003,168.0,168.0
1776,1.0,KS7232,172.96999932,172.96999932,14517.0,14517.0
1796,1.0,KS3441,172.50999829999998,172.50999829999998,7311.0,7311.0
3136,1.0,KS7166,172.32999990999997,172.32999990999997,8248.0,8248.0
1110,1.0,KS6173,171.62000043999998,171.62000043999998,4039.0,4039.0
2588,1.0,KS7232,171.59999682,171.59999682,16205.0,16205.0
6256,1.0,KS7166,171.56000007999998,171.56000007999998,14608.0,14608.0
78,1.0,KS1219,171.38000404,171.38000404,144.0,144.0
6822,1.0,KS7166,171.21000027000002,171.21000027000002,15280.0,15280.0
10,1.0,KS1120,171.14000083000002,171.14000083000002,482.0,482.0
2046,1.0,KS7232,170.65000009,170.65000009,15287.0,15287.0
